Departamento,Variable1,Variable2,pendiente,intercepto,pearson
 Caqueta,PorcentajeSi,Secuestro,-0.009788353,0.536097657,-0.252132613
 Vichada,Abstencion,ParticipacionSegundaVuelta,-0.794572094,0.978949242,-0.904706813
 Magdalena,PorcentajeSi,Desplazamiento,8.95E-05,0.649957097,0.311321233
 Narino,PorcentajeNo,ParticipacionSegundaVuelta,0.737768203,-0.059680829,0.410395516
 Caqueta,PorcentajeSi,HectareasDeCoca,0.00024022,0.377994578,0.78594116
 Tolima,PorcentajeNo,VinculacionNinosAdolescentes,-0.004048883,0.586811442,-0.114252389
 Cordoba,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.579012354,0.15863901,0.591117149
 Bolivar,PorcentajeSi,ParticipacionPrimeraVuelta,-0.010966212,0.669127712,-0.005076563
 Choco,Abstencion,MinasAntipersonal,0.056566861,0.65392599,0.463395081
 Putumayo,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.119890525,0.689231642,-0.289847468
 Bogota  D.C.,PorcentajeSi,TotalSegundaVuelta,2.20E-07,8.64E-14,0
 Guainia,PorcentajeNo,AbandonoODespojoDeTierras,0,0.239655556,0
 Vichada,Abstencion,Desplazamiento,0.000494004,0.579118691,0.672897727
 Tolima,PorcentajeSi,ParticipacionSegundaVuelta,-0.514100759,0.664513602,-0.24009708
 Quindio,Abstencion,CensoElectoral2016,-1.10E-07,0.603314763,-0.283411402
 Cundinamarca,PorcentajeNo,AbandonoODespojoDeTierras,-0.037329891,0.567483478,-0.191287866
 Guainia,PorcentajeSi,TotalPrimeraVuelta,-2.44E-05,0.666654118,-0.149903362
 Valle  del  Cauca,Abstencion,HectareasDeAmapola,0,0.649145238,0
 Atlantico,PorcentajeNo,MinasAntipersonal,0,0.307308696,0
 Vaupes,Abstencion,VotosParaSenado2014,-1.31E-06,0.766016203,-0.031655077
 Risaralda,PorcentajeSi,MinasAntipersonal,0.086365303,0.428158343,0.107492262
 Cesar,PorcentajeSi,ParticipacionSegundaVuelta,-0.696389506,0.87939258,-0.299436492
 Putumayo,Abstencion,VotosParaSenado2014,1.88E-06,0.641980478,0.105330545
 Risaralda,PorcentajeNo,CensoElectoral2016,-5.11E-08,0.569497462,-0.066154218
 Huila,Abstencion,CensoElectoral2016,-4.19E-08,0.612480687,-0.046616538
 Magdalena,Abstencion,TotalPrimeraVuelta,-3.14E-07,0.763822455,-0.07921842
 Amazonas,PorcentajeSi,AbandonoODespojoDeTierras,0,0.806027273,0
 Amazonas,Abstencion,Amenaza,-0.000980703,0.745795039,-0.191880637
 Cesar,PorcentajeSi,Desplazamiento,0.000116292,0.476067357,0.411704531
 Putumayo,PorcentajeNo,Secuestro,-0.036398428,0.437658968,-0.557632289
 Santander,PorcentajeSi,HectareasDeAmapola,0,0.47815977,0
 Vaupes,PorcentajeSi,ActosTerroristas,-0.005130652,0.880263871,-0.705967222
 Caldas,PorcentajeSi,VotosParaSenado2014,8.87E-07,0.375982508,0.296233348
 La  Guajira,PorcentajeNo,CensoElectoral2016,1.08E-06,0.332421545,0.533727385
 Sucre,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.7630893,0.071893662,0.741308722
 Sucre,PorcentajeNo,VotosParaSenado2014,1.46E-06,0.326683071,0.260233409
 Huila,Abstencion,AfectadoPorElConflictoPares2,0.011918182,0.606427273,0.187504017
 Cesar,PorcentajeSi,VinculacionNinosAdolescentes,0.230646329,0.51128787,0.298902075
 Risaralda,PorcentajeNo,MinasAntipersonal,-0.086365303,0.571841657,-0.107492262
 Amazonas,PorcentajeSi,HectareasDeAmapola,0,0.806027273,0
 Cauca,PorcentajeSi,VotosParaSenado2014,-3.17E-06,0.743431485,-0.296640409
 Caqueta,Abstencion,HectareasDeAmapola,0,0.71590625,0
 Caqueta,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.973852531,0.950372173,-0.710084844
 Casanare,Abstencion,Amenaza,-0.00179287,0.543415138,-0.415269954
 Cauca,PorcentajeNo,IndiceRuralidad2014,-0.092199145,0.344156263,-0.204979496
 Choco,Abstencion,VinculacionNinosAdolescentes,0.02177396,0.663119925,0.310962599
 Risaralda,Abstencion,HectareasDeAmapola,0,0.626842857,0
 Cesar,PorcentajeNo,IndiceRuralidad2014,-0.081227301,0.494952813,-0.173295038
 Bolivar,PorcentajeNo,AfectadoPorElConflictoPares2,0.026358559,0.321185938,0.245455644
 Narino,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.10966166,0.655605437,-0.315715092
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,VotosParaSenado2014,-3.66E-05,0.867038977,-1
 Atlantico,PorcentajeNo,AfectadoPorElConflictoPares2,0,0.307308696,0
 Cauca,PorcentajeSi,Homicidio,-0.000212143,0.732116366,-0.053838366
 Putumayo,PorcentajeSi,ParticipacionSegundaVuelta,-0.236403382,0.757730917,-0.150514545
 Caqueta,Abstencion,TotalPrimeraVuelta,-1.30E-06,0.723440279,-0.322390053
 Atlantico,Abstencion,VotosParaSenado2014,-3.25E-08,0.765641159,-0.053253924
 Guaviare,PorcentajeNo,MinasAntipersonal,-0.124890034,0.603841873,-0.781507308
 Risaralda,Abstencion,IndiceRuralidad2014,0.096463516,0.580332284,0.613939724
 Putumayo,Abstencion,HectareasDeAmapola,-0.114833333,0.654633333,-0.203963061
 Guaviare,PorcentajeSi,ParticipacionPrimeraVuelta,-1.778018739,1.223712381,-0.848490844
 Cauca,PorcentajeSi,AbandonoODespojoDeTierras,-0.126332213,0.728939645,-0.226409781
 Quindio,PorcentajeSi,MinasAntipersonal,-0.013206336,0.380454944,-0.164088324
 Guainia,Abstencion,Homicidio,-0.012838959,0.830788728,-0.09417511
 Cauca,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.930633891,0.145880081,0.711206545
 Santander,Abstencion,Secuestro,-0.003333277,0.608903027,-0.057230018
 Valle  del  Cauca,PorcentajeSi,MinasAntipersonal,0.081506118,0.46033886,0.275047695
 Caldas,PorcentajeNo,HectareasDeCoca,0,0.614762963,0
 Meta,PorcentajeSi,ParticipacionSegundaVuelta,-1.147894099,1.031336815,-0.588296756
 Antioquia,PorcentajeNo,IndiceRuralidad2014,-0.178701166,0.67070612,-0.28791816
 Antioquia,PorcentajeNo,VinculacionNinosAdolescentes,-0.071381898,0.603134444,-0.319896271
 Santander,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.498998749,0.746911319,-0.536463172
 Cauca,PorcentajeNo,AbandonoODespojoDeTierras,0.126332213,0.271060355,0.226409781
 Cordoba,PorcentajeNo,VotosParaSenado2014,2.11E-06,0.293134568,0.519922885
 Guaviare,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.786830789,0.070962409,0.971847096
 Magdalena,PorcentajeSi,HectareasDeCoca,0.008060316,0.693703642,0.058192107
 Boyaca,PorcentajeNo,Amenaza,0.001907286,0.49460458,0.143301249
 Antioquia,Abstencion,IndiceRuralidad2014,0.151044416,0.616985382,0.372200411
 Atlantico,PorcentajeSi,VotosParaSenado2014,-4.48E-07,0.70700137,-0.430718648
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-51.93220339,16.24236441,-1
 Amazonas,PorcentajeNo,MinasAntipersonal,-0.041286168,0.196937825,-0.070567769
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,VinculacionNinosAdolescentes,0,0.3347,0
 Putumayo,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.088611932,0.635977351,0.13348331
 Narino,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.660543992,0.806479232,-0.691489006
 Cordoba,PorcentajeNo,AfectadoPorElConflictoPares2,-0.004698765,0.334562963,-0.046603714
 Arauca,PorcentajeSi,Homicidio,0.000766063,0.449052211,0.154755806
 Guaviare,PorcentajeNo,HectareasDeCoca,2.11E-06,0.336216149,0.007892736
 Boyaca,PorcentajeNo,CensoElectoral2016,-2.57E-08,0.502365275,-0.003668727
 Atlantico,PorcentajeSi,CensoElectoral2016,-1.55E-07,0.704710083,-0.421487216
 Huila,PorcentajeSi,AbandonoODespojoDeTierras,0,0.373172973,0
 Meta,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.763803337,0.797809,-0.559480922
 Caldas,Abstencion,Homicidio,0.000212462,0.62883032,0.070502523
 Norte  de  Santander,PorcentajeNo,Homicidio,-0.003468599,0.692755238,-0.490167198
 Bolivar,Abstencion,Desplazamiento,-6.41E-05,0.757253346,-0.475414493
 Antioquia,PorcentajeSi,ActosTerroristas,0.003092023,0.410356296,0.137265684
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,HectareasDeAmapola,0,0.7529,0
 Cesar,PorcentajeSi,VotosParaSenado2014,-8.57E-07,0.545835394,-0.142183739
 Huila,PorcentajeSi,IndiceRuralidad2014,-0.148565511,0.45604402,-0.331866775
 Magdalena,Abstencion,ParticipacionPrimeraVuelta,-0.748766776,1.00996827,-0.596318497
 Tolima,PorcentajeSi,VotosParaSenado2014,-3.09E-07,0.418530914,-0.062278557
 Narino,PorcentajeNo,AfectadoPorElConflictoPares2,-0.087481759,0.423133311,-0.748254079
 Quindio,PorcentajeNo,ActosTerroristas,0.004099439,0.616564773,0.221939544
 Valle  del  Cauca,Abstencion,Amenaza,0.000843478,0.639953533,0.3239965
 Atlantico,Abstencion,ParticipacionSegundaVuelta,-0.4463526,0.975952304,-0.644416274
 Cordoba,Abstencion,MinasAntipersonal,-0.026163686,0.687722439,-0.32120132
 Boyaca,PorcentajeSi,CensoElectoral2016,2.57E-08,0.497634725,0.003668727
 Bogota  D.C.,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.157351291,0.37278202,0
 Risaralda,PorcentajeNo,VinculacionNinosAdolescentes,-0.177720081,0.611024506,-0.819561842
 Guainia,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,0.275096772,0.729877257,0.388374311
 Amazonas,Abstencion,CensoElectoral2016,2.85E-08,0.737711268,0.006469648
 Cundinamarca,PorcentajeSi,AbandonoODespojoDeTierras,0.037329891,0.432516522,0.191287866
 Vichada,PorcentajeSi,TotalSegundaVuelta,1.59E-05,0.426425598,0.147677581
 Quindio,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.432692319,0.512189507,-0.545074526
 Norte  de  Santander,Abstencion,TotalPrimeraVuelta,-4.60E-07,0.638215918,-0.192516153
 Quindio,Abstencion,ParticipacionPrimeraVuelta,-0.734232515,0.939372251,-0.542815725
 Cundinamarca,Abstencion,VinculacionNinosAdolescentes,0.082550283,0.578477159,0.327770952
 Cundinamarca,PorcentajeSi,VinculacionNinosAdolescentes,0.093740264,0.421212326,0.286322921
 Casanare,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-1.255238444,1.083939805,-0.818294512
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,Homicidio,-0.174516129,0.868080645,-1
 Vichada,PorcentajeSi,MinasAntipersonal,1.682746365,0.334609693,0.623011742
 Atlantico,Abstencion,AfectadoPorElConflictoPares2,0,0.764604348,0
 Choco,Abstencion,Desplazamiento,2.97E-05,0.647308685,0.538824434
 Atlantico,PorcentajeNo,HectareasDeCoca,0,0.307308696,0
 Norte  de  Santander,PorcentajeNo,Amenaza,-0.025047992,0.716331141,-0.667695879
 Caqueta,Abstencion,TotalSegundaVuelta,-1.18E-06,0.723734674,-0.319546418
 Atlantico,PorcentajeNo,TotalPrimeraVuelta,7.17E-07,0.29448365,0.413021994
 Valle  del  Cauca,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.162761781,0.613076452,0.382088227
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,TotalSegundaVuelta,-3.63E-05,0.862499621,-1
 Valle  del  Cauca,Abstencion,AfectadoPorElConflictoPares2,0.009101908,0.646327981,0.162708161
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,Amenaza,2.188571429,0.1815,1
 Cesar,Abstencion,CensoElectoral2016,2.49E-08,0.671562703,0.023311543
 Caqueta,PorcentajeNo,TotalPrimeraVuelta,2.20E-06,0.493425526,0.174471486
 Casanare,PorcentajeNo,Amenaza,-0.00784171,0.779867523,-0.535145689
 Magdalena,PorcentajeSi,MinasAntipersonal,-1.558815443,0.720993986,-0.383165188
 Meta,PorcentajeNo,VotosParaSenado2014,1.48E-06,0.544955195,0.20822955
 Cordoba,Abstencion,HectareasDeAmapola,0,0.683283333,0
 Guainia,Abstencion,HectareasDeCoca,0.001514851,0.814406612,0.072871946
 Norte  de  Santander,PorcentajeNo,VinculacionNinosAdolescentes,-0.17954344,0.615207226,-0.354561602
 Cesar,PorcentajeNo,HectareasDeCoca,0.006557809,0.454244867,0.284531379
 Vaupes,PorcentajeSi,HectareasDeCoca,-0.000978057,0.859187299,-0.166090511
 Santander,Abstencion,ParticipacionPrimeraVuelta,-0.975431438,1.017453295,-0.752237405
 Quindio,PorcentajeNo,VotosParaSenado2014,-4.73E-07,0.62891441,-0.250739398
 Meta,PorcentajeSi,Homicidio,0.000904431,0.397878255,0.196923234
 Vaupes,Abstencion,TotalSegundaVuelta,-1.86E-06,0.766972386,-0.064064807
 Choco,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.442536113,0.03247207,0.663793418
 Narino,PorcentajeNo,CensoElectoral2016,3.32E-07,0.314977992,0.08873178
 Atlantico,PorcentajeSi,Desplazamiento,0.000973637,0.678045681,0.232710301
 Guaviare,PorcentajeSi,CensoElectoral2016,-8.77E-06,0.78471433,-0.835143831
 Valle  del  Cauca,Abstencion,VinculacionNinosAdolescentes,0.048716075,0.645619122,0.162393306
 Boyaca,PorcentajeNo,AbandonoODespojoDeTierras,0,0.502171545,0
 Norte  de  Santander,PorcentajeNo,IndiceRuralidad2014,-0.218789083,0.711220114,-0.301705986
 Bolivar,PorcentajeSi,MinasAntipersonal,-0.019402233,0.673433637,-0.106888694
 Norte  de  Santander,PorcentajeNo,HectareasDeAmapola,0,0.58069,0
 Magdalena,PorcentajeSi,HectareasDeAmapola,0,0.695533333,0
 Choco,Abstencion,HectareasDeAmapola,0,0.676213333,0
 Valle  del  Cauca,Abstencion,ParticipacionSegundaVuelta,-0.707167745,0.960453949,-0.612038838
 Casanare,Abstencion,VotosParaSenado2014,1.43E-07,0.506721227,0.017273893
 Santander,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.498998749,0.253088681,0.536463172
 Valle  del  Cauca,Abstencion,CensoElectoral2016,-1.35E-08,0.650238622,-0.100783166
 La  Guajira,Abstencion,VinculacionNinosAdolescentes,-0.424572632,0.754988432,-0.276365698
 Sucre,PorcentajeNo,HectareasDeCoca,0,0.345930769,0
 Cundinamarca,PorcentajeNo,TotalSegundaVuelta,4.36E-08,0.565603735,0.006315584
 Amazonas,Abstencion,ParticipacionPrimeraVuelta,-0.35236128,0.834217302,-0.887808705
 Cesar,Abstencion,MinasAntipersonal,-0.139166795,0.689119349,-0.320834085
 Quindio,PorcentajeSi,CensoElectoral2016,1.74E-07,0.371175127,0.261300034
 Quindio,PorcentajeNo,Desplazamiento,1.14E-05,0.621100687,0.034294879
 Bolivar,Abstencion,AfectadoPorElConflictoPares2,-0.030687387,0.738624128,-0.460939538
 Narino,PorcentajeSi,Amenaza,0.002848006,0.644528338,0.368596368
 Tolima,PorcentajeSi,IndiceRuralidad2014,0.030456744,0.399874343,0.080511605
 Guaviare,Abstencion,Amenaza,0.007955078,0.472226161,0.752396228
 Arauca,Abstencion,TotalPrimeraVuelta,-1.50E-06,0.677452675,-0.531937418
